traveller_id,lat_o,lng_o,lat_d,lng_d,css_o,lat_css_o,lng_css_o,css_d,lat_css_d,lng_css_d
t269,55.6815622,12.6035183,55.68832579999999,12.489222,CS3,55.678067,12.605109,CS18,55.689496,12.489151
t270,55.6815622,12.6035183,55.67162899999999,12.546236,CS3,55.678067,12.605109,CS19,55.6718713,12.5516401
t271,55.6815622,12.6035183,55.6737346,12.550013,CS3,55.678067,12.605109,CS19,55.6718713,12.5516401
t272,55.6815622,12.6035183,55.6681772,12.5494579,CS3,55.678067,12.605109,CS19,55.6718713,12.5516401
t273,55.679351,12.6063932,55.66034659999999,12.6124427,CS3,55.678067,12.605109,CS0,55.6629687,12.6150036
t274,55.679351,12.6063932,55.663417,12.613829,CS3,55.678067,12.605109,CS0,55.6629687,12.6150036
t275,55.679351,12.6063932,55.7155986,12.5491707,CS3,55.678067,12.605109,CS1,55.714287,12.544606
t276,55.679351,12.6063932,55.7145986,12.5472417,CS3,55.678067,12.605109,CS1,55.714287,12.544606
t277,55.679351,12.6063932,55.6944184,12.5088552,CS3,55.678067,12.605109,CS2,55.6967862,12.5046889
t278,55.679351,12.6063932,55.6957116,12.5020127,CS3,55.678067,12.605109,CS2,55.6967862,12.5046889
t281,55.679351,12.6063932,55.6858274,12.5772687,CS3,55.678067,12.605109,CS4,55.68544739999999,12.5850568
t282,55.679351,12.6063932,55.6757724,12.5426171,CS3,55.678067,12.605109,CS5,55.6795777,12.5433161
t283,55.679351,12.6063932,55.677688,12.546912,CS3,55.678067,12.605109,CS5,55.6795777,12.5433161
t284,55.679351,12.6063932,55.7326892,12.5690945,CS3,55.678067,12.605109,CS6,55.7309704,12.5659228
t285,55.679351,12.6063932,55.73273,12.5654915,CS3,55.678067,12.605109,CS6,55.7309704,12.5659228
t286,55.679351,12.6063932,55.7051614,12.481215,CS3,55.678067,12.605109,CS7,55.7046643,12.4787843
t287,55.679351,12.6063932,55.6538288,12.566855,CS3,55.678067,12.605109,CS8,55.6571548,12.5684851
t288,55.679351,12.6063932,55.6576191,12.566949,CS3,55.678067,12.605109,CS8,55.6571548,12.5684851
t289,55.679351,12.6063932,55.713568,12.5927798,CS3,55.678067,12.605109,CS9,55.711612,12.5952725
t290,55.679351,12.6063932,55.710214,12.5926909,CS3,55.678067,12.605109,CS9,55.711612,12.5952725
t291,55.679351,12.6063932,55.7035416,12.538201,CS3,55.678067,12.605109,CS10,55.70464879999999,12.5368945
t292,55.679351,12.6063932,55.7023483,12.535914,CS3,55.678067,12.605109,CS10,55.70464879999999,12.5368945
t293,55.679351,12.6063932,55.7030729,12.5477827,CS3,55.678067,12.605109,CS11,55.7009488,12.5486256
t294,55.679351,12.6063932,55.700964,12.5414659,CS3,55.678067,12.605109,CS11,55.7009488,12.5486256
t295,55.679351,12.6063932,55.6935246,12.5337137,CS3,55.678067,12.605109,CS12,55.6910463,12.5395837
t296,55.679351,12.6063932,55.69347029999999,12.5343236,CS3,55.678067,12.605109,CS12,55.6910463,12.5395837
t297,55.679351,12.6063932,55.6303298,12.5758695,CS3,55.678067,12.605109,CS13,55.6317174,12.5736554
t298,55.679351,12.6063932,55.630171,12.576398,CS3,55.678067,12.605109,CS13,55.6317174,12.5736554
t299,55.679351,12.6063932,55.695981,12.566608,CS3,55.678067,12.605109,CS14,55.698862,12.565549
t300,55.679351,12.6063932,55.695981,12.566608,CS3,55.678067,12.605109,CS14,55.698862,12.565549
t301,55.679351,12.6063932,55.7337192,12.5151561,CS3,55.678067,12.605109,CS15,55.7349516,12.513523
t302,55.679351,12.6063932,55.73391059999999,12.5147976,CS3,55.678067,12.605109,CS15,55.7349516,12.513523
t303,55.679351,12.6063932,55.649143,12.538063,CS3,55.678067,12.605109,CS16,55.6498214,12.5355941
t304,55.679351,12.6063932,55.6508857,12.5362424,CS3,55.678067,12.605109,CS16,55.6498214,12.5355941
t305,55.679351,12.6063932,55.656097,12.4854309,CS3,55.678067,12.605109,CS17,55.656498,12.489456
t306,55.679351,12.6063932,55.656243,12.49368,CS3,55.678067,12.605109,CS17,55.656498,12.489456
t307,55.679351,12.6063932,55.68661609999999,12.4911945,CS3,55.678067,12.605109,CS18,55.689496,12.489151
t308,55.679351,12.6063932,55.68832579999999,12.489222,CS3,55.678067,12.605109,CS18,55.689496,12.489151
t309,55.679351,12.6063932,55.67162899999999,12.546236,CS3,55.678067,12.605109,CS19,55.6718713,12.5516401
t310,55.679351,12.6063932,55.6737346,12.550013,CS3,55.678067,12.605109,CS19,55.6718713,12.5516401
t311,55.679351,12.6063932,55.6681772,12.5494579,CS3,55.678067,12.605109,CS19,55.6718713,12.5516401
t312,55.6821885,12.5853534,55.66034659999999,12.6124427,CS4,55.68544739999999,12.5850568,CS0,55.6629687,12.6150036
t313,55.6821885,12.5853534,55.663417,12.613829,CS4,55.68544739999999,12.5850568,CS0,55.6629687,12.6150036
t314,55.6821885,12.5853534,55.7155986,12.5491707,CS4,55.68544739999999,12.5850568,CS1,55.714287,12.544606
t315,55.6821885,12.5853534,55.7145986,12.5472417,CS4,55.68544739999999,12.5850568,CS1,55.714287,12.544606
t316,55.6821885,12.5853534,55.6944184,12.5088552,CS4,55.68544739999999,12.5850568,CS2,55.6967862,12.5046889
t317,55.6821885,12.5853534,55.6957116,12.5020127,CS4,55.68544739999999,12.5850568,CS2,55.6967862,12.5046889
t321,55.6821885,12.5853534,55.6757724,12.5426171,CS4,55.68544739999999,12.5850568,CS5,55.6795777,12.5433161
t322,55.6821885,12.5853534,55.677688,12.546912,CS4,55.68544739999999,12.5850568,CS5,55.6795777,12.5433161
t323,55.6821885,12.5853534,55.7326892,12.5690945,CS4,55.68544739999999,12.5850568,CS6,55.7309704,12.5659228
t324,55.6821885,12.5853534,55.73273,12.5654915,CS4,55.68544739999999,12.5850568,CS6,55.7309704,12.5659228
t325,55.6821885,12.5853534,55.7051614,12.481215,CS4,55.68544739999999,12.5850568,CS7,55.7046643,12.4787843
t326,55.6821885,12.5853534,55.6538288,12.566855,CS4,55.68544739999999,12.5850568,CS8,55.6571548,12.5684851
t327,55.6821885,12.5853534,55.6576191,12.566949,CS4,55.68544739999999,12.5850568,CS8,55.6571548,12.5684851
t328,55.6821885,12.5853534,55.713568,12.5927798,CS4,55.68544739999999,12.5850568,CS9,55.711612,12.5952725
t329,55.6821885,12.5853534,55.710214,12.5926909,CS4,55.68544739999999,12.5850568,CS9,55.711612,12.5952725
t330,55.6821885,12.5853534,55.7035416,12.538201,CS4,55.68544739999999,12.5850568,CS10,55.70464879999999,12.5368945
t331,55.6821885,12.5853534,55.7023483,12.535914,CS4,55.68544739999999,12.5850568,CS10,55.70464879999999,12.5368945
t332,55.6821885,12.5853534,55.7030729,12.5477827,CS4,55.68544739999999,12.5850568,CS11,55.7009488,12.5486256
t333,55.6821885,12.5853534,55.700964,12.5414659,CS4,55.68544739999999,12.5850568,CS11,55.7009488,12.5486256
t334,55.6821885,12.5853534,55.6935246,12.5337137,CS4,55.68544739999999,12.5850568,CS12,55.6910463,12.5395837
t335,55.6821885,12.5853534,55.69347029999999,12.5343236,CS4,55.68544739999999,12.5850568,CS12,55.6910463,12.5395837
t336,55.6821885,12.5853534,55.6303298,12.5758695,CS4,55.68544739999999,12.5850568,CS13,55.6317174,12.5736554
t337,55.6821885,12.5853534,55.630171,12.576398,CS4,55.68544739999999,12.5850568,CS13,55.6317174,12.5736554
t338,55.6821885,12.5853534,55.695981,12.566608,CS4,55.68544739999999,12.5850568,CS14,55.698862,12.565549
t339,55.6821885,12.5853534,55.695981,12.566608,CS4,55.68544739999999,12.5850568,CS14,55.698862,12.565549
t340,55.6821885,12.5853534,55.7337192,12.5151561,CS4,55.68544739999999,12.5850568,CS15,55.7349516,12.513523
t341,55.6821885,12.5853534,55.73391059999999,12.5147976,CS4,55.68544739999999,12.5850568,CS15,55.7349516,12.513523
t342,55.6821885,12.5853534,55.649143,12.538063,CS4,55.68544739999999,12.5850568,CS16,55.6498214,12.5355941
t343,55.6821885,12.5853534,55.6508857,12.5362424,CS4,55.68544739999999,12.5850568,CS16,55.6498214,12.5355941
t344,55.6821885,12.5853534,55.656097,12.4854309,CS4,55.68544739999999,12.5850568,CS17,55.656498,12.489456
t345,55.6821885,12.5853534,55.656243,12.49368,CS4,55.68544739999999,12.5850568,CS17,55.656498,12.489456
t346,55.6821885,12.5853534,55.68661609999999,12.4911945,CS4,55.68544739999999,12.5850568,CS18,55.689496,12.489151
t347,55.6821885,12.5853534,55.68832579999999,12.489222,CS4,55.68544739999999,12.5850568,CS18,55.689496,12.489151
t348,55.6821885,12.5853534,55.67162899999999,12.546236,CS4,55.68544739999999,12.5850568,CS19,55.6718713,12.5516401
t349,55.6821885,12.5853534,55.6737346,12.550013,CS4,55.68544739999999,12.5850568,CS19,55.6718713,12.5516401
t350,55.6821885,12.5853534,55.6681772,12.5494579,CS4,55.68544739999999,12.5850568,CS19,55.6718713,12.5516401
t351,55.6858274,12.5772687,55.66034659999999,12.6124427,CS4,55.68544739999999,12.5850568,CS0,55.6629687,12.6150036
t352,55.6858274,12.5772687,55.663417,12.613829,CS4,55.68544739999999,12.5850568,CS0,55.6629687,12.6150036
t353,55.6858274,12.5772687,55.7155986,12.5491707,CS4,55.68544739999999,12.5850568,CS1,55.714287,12.544606
t354,55.6858274,12.5772687,55.7145986,12.5472417,CS4,55.68544739999999,12.5850568,CS1,55.714287,12.544606
t355,55.6858274,12.5772687,55.6944184,12.5088552,CS4,55.68544739999999,12.5850568,CS2,55.6967862,12.5046889
t356,55.6858274,12.5772687,55.6957116,12.5020127,CS4,55.68544739999999,12.5850568,CS2,55.6967862,12.5046889
t358,55.6858274,12.5772687,55.679351,12.6063932,CS4,55.68544739999999,12.5850568,CS3,55.678067,12.605109
t360,55.6858274,12.5772687,55.6757724,12.5426171,CS4,55.68544739999999,12.5850568,CS5,55.6795777,12.5433161
t361,55.6858274,12.5772687,55.677688,12.546912,CS4,55.68544739999999,12.5850568,CS5,55.6795777,12.5433161
t362,55.6858274,12.5772687,55.7326892,12.5690945,CS4,55.68544739999999,12.5850568,CS6,55.7309704,12.5659228
t363,55.6858274,12.5772687,55.73273,12.5654915,CS4,55.68544739999999,12.5850568,CS6,55.7309704,12.5659228
t364,55.6858274,12.5772687,55.7051614,12.481215,CS4,55.68544739999999,12.5850568,CS7,55.7046643,12.4787843
t365,55.6858274,12.5772687,55.6538288,12.566855,CS4,55.68544739999999,12.5850568,CS8,55.6571548,12.5684851
t366,55.6858274,12.5772687,55.6576191,12.566949,CS4,55.68544739999999,12.5850568,CS8,55.6571548,12.5684851
t367,55.6858274,12.5772687,55.713568,12.5927798,CS4,55.68544739999999,12.5850568,CS9,55.711612,12.5952725
t368,55.6858274,12.5772687,55.710214,12.5926909,CS4,55.68544739999999,12.5850568,CS9,55.711612,12.5952725
t369,55.6858274,12.5772687,55.7035416,12.538201,CS4,55.68544739999999,12.5850568,CS10,55.70464879999999,12.5368945
t370,55.6858274,12.5772687,55.7023483,12.535914,CS4,55.68544739999999,12.5850568,CS10,55.70464879999999,12.5368945
t371,55.6858274,12.5772687,55.7030729,12.5477827,CS4,55.68544739999999,12.5850568,CS11,55.7009488,12.5486256
t372,55.6858274,12.5772687,55.700964,12.5414659,CS4,55.68544739999999,12.5850568,CS11,55.7009488,12.5486256
t373,55.6858274,12.5772687,55.6935246,12.5337137,CS4,55.68544739999999,12.5850568,CS12,55.6910463,12.5395837
t374,55.6858274,12.5772687,55.69347029999999,12.5343236,CS4,55.68544739999999,12.5850568,CS12,55.6910463,12.5395837
t375,55.6858274,12.5772687,55.6303298,12.5758695,CS4,55.68544739999999,12.5850568,CS13,55.6317174,12.5736554
t376,55.6858274,12.5772687,55.630171,12.576398,CS4,55.68544739999999,12.5850568,CS13,55.6317174,12.5736554
t379,55.6858274,12.5772687,55.7337192,12.5151561,CS4,55.68544739999999,12.5850568,CS15,55.7349516,12.513523
t380,55.6858274,12.5772687,55.73391059999999,12.5147976,CS4,55.68544739999999,12.5850568,CS15,55.7349516,12.513523
t381,55.6858274,12.5772687,55.649143,12.538063,CS4,55.68544739999999,12.5850568,CS16,55.6498214,12.5355941
t382,55.6858274,12.5772687,55.6508857,12.5362424,CS4,55.68544739999999,12.5850568,CS16,55.6498214,12.5355941
t383,55.6858274,12.5772687,55.656097,12.4854309,CS4,55.68544739999999,12.5850568,CS17,55.656498,12.489456
t384,55.6858274,12.5772687,55.656243,12.49368,CS4,55.68544739999999,12.5850568,CS17,55.656498,12.489456
t385,55.6858274,12.5772687,55.68661609999999,12.4911945,CS4,55.68544739999999,12.5850568,CS18,55.689496,12.489151
t386,55.6858274,12.5772687,55.68832579999999,12.489222,CS4,55.68544739999999,12.5850568,CS18,55.689496,12.489151
t387,55.6858274,12.5772687,55.67162899999999,12.546236,CS4,55.68544739999999,12.5850568,CS19,55.6718713,12.5516401
t388,55.6858274,12.5772687,55.6737346,12.550013,CS4,55.68544739999999,12.5850568,CS19,55.6718713,12.5516401
t389,55.6858274,12.5772687,55.6681772,12.5494579,CS4,55.68544739999999,12.5850568,CS19,55.6718713,12.5516401
t390,55.6757724,12.5426171,55.66034659999999,12.6124427,CS5,55.6795777,12.5433161,CS0,55.6629687,12.6150036
t391,55.6757724,12.5426171,55.663417,12.613829,CS5,55.6795777,12.5433161,CS0,55.6629687,12.6150036
t392,55.6757724,12.5426171,55.7155986,12.5491707,CS5,55.6795777,12.5433161,CS1,55.714287,12.544606
t393,55.6757724,12.5426171,55.7145986,12.5472417,CS5,55.6795777,12.5433161,CS1,55.714287,12.544606
t394,55.6757724,12.5426171,55.6944184,12.5088552,CS5,55.6795777,12.5433161,CS2,55.6967862,12.5046889
t395,55.6757724,12.5426171,55.6957116,12.5020127,CS5,55.6795777,12.5433161,CS2,55.6967862,12.5046889
t396,55.6757724,12.5426171,55.6815622,12.6035183,CS5,55.6795777,12.5433161,CS3,55.678067,12.605109
t397,55.6757724,12.5426171,55.679351,12.6063932,CS5,55.6795777,12.5433161,CS3,55.678067,12.605109
t398,55.6757724,12.5426171,55.6821885,12.5853534,CS5,55.6795777,12.5433161,CS4,55.68544739999999,12.5850568
t399,55.6757724,12.5426171,55.6858274,12.5772687,CS5,55.6795777,12.5433161,CS4,55.68544739999999,12.5850568
t401,55.6757724,12.5426171,55.7326892,12.5690945,CS5,55.6795777,12.5433161,CS6,55.7309704,12.5659228
t402,55.6757724,12.5426171,55.73273,12.5654915,CS5,55.6795777,12.5433161,CS6,55.7309704,12.5659228
t403,55.6757724,12.5426171,55.7051614,12.481215,CS5,55.6795777,12.5433161,CS7,55.7046643,12.4787843
t404,55.6757724,12.5426171,55.6538288,12.566855,CS5,55.6795777,12.5433161,CS8,55.6571548,12.5684851
t405,55.6757724,12.5426171,55.6576191,12.566949,CS5,55.6795777,12.5433161,CS8,55.6571548,12.5684851
t406,55.6757724,12.5426171,55.713568,12.5927798,CS5,55.6795777,12.5433161,CS9,55.711612,12.5952725
t407,55.6757724,12.5426171,55.710214,12.5926909,CS5,55.6795777,12.5433161,CS9,55.711612,12.5952725
t408,55.6757724,12.5426171,55.7035416,12.538201,CS5,55.6795777,12.5433161,CS10,55.70464879999999,12.5368945
t409,55.6757724,12.5426171,55.7023483,12.535914,CS5,55.6795777,12.5433161,CS10,55.70464879999999,12.5368945
t410,55.6757724,12.5426171,55.7030729,12.5477827,CS5,55.6795777,12.5433161,CS11,55.7009488,12.5486256
t411,55.6757724,12.5426171,55.700964,12.5414659,CS5,55.6795777,12.5433161,CS11,55.7009488,12.5486256
t412,55.6757724,12.5426171,55.6935246,12.5337137,CS5,55.6795777,12.5433161,CS12,55.6910463,12.5395837
t413,55.6757724,12.5426171,55.69347029999999,12.5343236,CS5,55.6795777,12.5433161,CS12,55.6910463,12.5395837
t414,55.6757724,12.5426171,55.6303298,12.5758695,CS5,55.6795777,12.5433161,CS13,55.6317174,12.5736554
t415,55.6757724,12.5426171,55.630171,12.576398,CS5,55.6795777,12.5433161,CS13,55.6317174,12.5736554
t416,55.6757724,12.5426171,55.695981,12.566608,CS5,55.6795777,12.5433161,CS14,55.698862,12.565549
t417,55.6757724,12.5426171,55.695981,12.566608,CS5,55.6795777,12.5433161,CS14,55.698862,12.565549
t418,55.6757724,12.5426171,55.7337192,12.5151561,CS5,55.6795777,12.5433161,CS15,55.7349516,12.513523
t419,55.6757724,12.5426171,55.73391059999999,12.5147976,CS5,55.6795777,12.5433161,CS15,55.7349516,12.513523
t420,55.6757724,12.5426171,55.649143,12.538063,CS5,55.6795777,12.5433161,CS16,55.6498214,12.5355941
t421,55.6757724,12.5426171,55.6508857,12.5362424,CS5,55.6795777,12.5433161,CS16,55.6498214,12.5355941
t422,55.6757724,12.5426171,55.656097,12.4854309,CS5,55.6795777,12.5433161,CS17,55.656498,12.489456
t423,55.6757724,12.5426171,55.656243,12.49368,CS5,55.6795777,12.5433161,CS17,55.656498,12.489456
t424,55.6757724,12.5426171,55.68661609999999,12.4911945,CS5,55.6795777,12.5433161,CS18,55.689496,12.489151
t425,55.6757724,12.5426171,55.68832579999999,12.489222,CS5,55.6795777,12.5433161,CS18,55.689496,12.489151
t429,55.677688,12.546912,55.66034659999999,12.6124427,CS5,55.6795777,12.5433161,CS0,55.6629687,12.6150036
t430,55.677688,12.546912,55.663417,12.613829,CS5,55.6795777,12.5433161,CS0,55.6629687,12.6150036
t431,55.677688,12.546912,55.7155986,12.5491707,CS5,55.6795777,12.5433161,CS1,55.714287,12.544606
t432,55.677688,12.546912,55.7145986,12.5472417,CS5,55.6795777,12.5433161,CS1,55.714287,12.544606
t433,55.677688,12.546912,55.6944184,12.5088552,CS5,55.6795777,12.5433161,CS2,55.6967862,12.5046889
t434,55.677688,12.546912,55.6957116,12.5020127,CS5,55.6795777,12.5433161,CS2,55.6967862,12.5046889
t435,55.677688,12.546912,55.6815622,12.6035183,CS5,55.6795777,12.5433161,CS3,55.678067,12.605109
t436,55.677688,12.546912,55.679351,12.6063932,CS5,55.6795777,12.5433161,CS3,55.678067,12.605109
t437,55.677688,12.546912,55.6821885,12.5853534,CS5,55.6795777,12.5433161,CS4,55.68544739999999,12.5850568
t438,55.677688,12.546912,55.6858274,12.5772687,CS5,55.6795777,12.5433161,CS4,55.68544739999999,12.5850568
t440,55.677688,12.546912,55.7326892,12.5690945,CS5,55.6795777,12.5433161,CS6,55.7309704,12.5659228
t441,55.677688,12.546912,55.73273,12.5654915,CS5,55.6795777,12.5433161,CS6,55.7309704,12.5659228
t442,55.677688,12.546912,55.7051614,12.481215,CS5,55.6795777,12.5433161,CS7,55.7046643,12.4787843
t443,55.677688,12.546912,55.6538288,12.566855,CS5,55.6795777,12.5433161,CS8,55.6571548,12.5684851
t444,55.677688,12.546912,55.6576191,12.566949,CS5,55.6795777,12.5433161,CS8,55.6571548,12.5684851
t445,55.677688,12.546912,55.713568,12.5927798,CS5,55.6795777,12.5433161,CS9,55.711612,12.5952725
t446,55.677688,12.546912,55.710214,12.5926909,CS5,55.6795777,12.5433161,CS9,55.711612,12.5952725
t447,55.677688,12.546912,55.7035416,12.538201,CS5,55.6795777,12.5433161,CS10,55.70464879999999,12.5368945
t448,55.677688,12.546912,55.7023483,12.535914,CS5,55.6795777,12.5433161,CS10,55.70464879999999,12.5368945
t449,55.677688,12.546912,55.7030729,12.5477827,CS5,55.6795777,12.5433161,CS11,55.7009488,12.5486256
t450,55.677688,12.546912,55.700964,12.5414659,CS5,55.6795777,12.5433161,CS11,55.7009488,12.5486256
t451,55.677688,12.546912,55.6935246,12.5337137,CS5,55.6795777,12.5433161,CS12,55.6910463,12.5395837
t452,55.677688,12.546912,55.69347029999999,12.5343236,CS5,55.6795777,12.5433161,CS12,55.6910463,12.5395837
t453,55.677688,12.546912,55.6303298,12.5758695,CS5,55.6795777,12.5433161,CS13,55.6317174,12.5736554
t454,55.677688,12.546912,55.630171,12.576398,CS5,55.6795777,12.5433161,CS13,55.6317174,12.5736554
t455,55.677688,12.546912,55.695981,12.566608,CS5,55.6795777,12.5433161,CS14,55.698862,12.565549
t456,55.677688,12.546912,55.695981,12.566608,CS5,55.6795777,12.5433161,CS14,55.698862,12.565549
t457,55.677688,12.546912,55.7337192,12.5151561,CS5,55.6795777,12.5433161,CS15,55.7349516,12.513523
t458,55.677688,12.546912,55.73391059999999,12.5147976,CS5,55.6795777,12.5433161,CS15,55.7349516,12.513523
t459,55.677688,12.546912,55.649143,12.538063,CS5,55.6795777,12.5433161,CS16,55.6498214,12.5355941
t460,55.677688,12.546912,55.6508857,12.5362424,CS5,55.6795777,12.5433161,CS16,55.6498214,12.5355941
t461,55.677688,12.546912,55.656097,12.4854309,CS5,55.6795777,12.5433161,CS17,55.656498,12.489456
t462,55.677688,12.546912,55.656243,12.49368,CS5,55.6795777,12.5433161,CS17,55.656498,12.489456
t463,55.677688,12.546912,55.68661609999999,12.4911945,CS5,55.6795777,12.5433161,CS18,55.689496,12.489151
t464,55.677688,12.546912,55.68832579999999,12.489222,CS5,55.6795777,12.5433161,CS18,55.689496,12.489151
t468,55.7326892,12.5690945,55.66034659999999,12.6124427,CS6,55.7309704,12.5659228,CS0,55.6629687,12.6150036
t469,55.7326892,12.5690945,55.663417,12.613829,CS6,55.7309704,12.5659228,CS0,55.6629687,12.6150036
t470,55.7326892,12.5690945,55.7155986,12.5491707,CS6,55.7309704,12.5659228,CS1,55.714287,12.544606
t471,55.7326892,12.5690945,55.7145986,12.5472417,CS6,55.7309704,12.5659228,CS1,55.714287,12.544606
t472,55.7326892,12.5690945,55.6944184,12.5088552,CS6,55.7309704,12.5659228,CS2,55.6967862,12.5046889
t473,55.7326892,12.5690945,55.6957116,12.5020127,CS6,55.7309704,12.5659228,CS2,55.6967862,12.5046889
t474,55.7326892,12.5690945,55.6815622,12.6035183,CS6,55.7309704,12.5659228,CS3,55.678067,12.605109
t475,55.7326892,12.5690945,55.679351,12.6063932,CS6,55.7309704,12.5659228,CS3,55.678067,12.605109
t476,55.7326892,12.5690945,55.6821885,12.5853534,CS6,55.7309704,12.5659228,CS4,55.68544739999999,12.5850568
t477,55.7326892,12.5690945,55.6858274,12.5772687,CS6,55.7309704,12.5659228,CS4,55.68544739999999,12.5850568
t478,55.7326892,12.5690945,55.6757724,12.5426171,CS6,55.7309704,12.5659228,CS5,55.6795777,12.5433161
t479,55.7326892,12.5690945,55.677688,12.546912,CS6,55.7309704,12.5659228,CS5,55.6795777,12.5433161
t481,55.7326892,12.5690945,55.7051614,12.481215,CS6,55.7309704,12.5659228,CS7,55.7046643,12.4787843
t482,55.7326892,12.5690945,55.6538288,12.566855,CS6,55.7309704,12.5659228,CS8,55.6571548,12.5684851
t483,55.7326892,12.5690945,55.6576191,12.566949,CS6,55.7309704,12.5659228,CS8,55.6571548,12.5684851
t484,55.7326892,12.5690945,55.713568,12.5927798,CS6,55.7309704,12.5659228,CS9,55.711612,12.5952725
t485,55.7326892,12.5690945,55.710214,12.5926909,CS6,55.7309704,12.5659228,CS9,55.711612,12.5952725
t486,55.7326892,12.5690945,55.7035416,12.538201,CS6,55.7309704,12.5659228,CS10,55.70464879999999,12.5368945
t487,55.7326892,12.5690945,55.7023483,12.535914,CS6,55.7309704,12.5659228,CS10,55.70464879999999,12.5368945
t488,55.7326892,12.5690945,55.7030729,12.5477827,CS6,55.7309704,12.5659228,CS11,55.7009488,12.5486256
t489,55.7326892,12.5690945,55.700964,12.5414659,CS6,55.7309704,12.5659228,CS11,55.7009488,12.5486256
t490,55.7326892,12.5690945,55.6935246,12.5337137,CS6,55.7309704,12.5659228,CS12,55.6910463,12.5395837
t491,55.7326892,12.5690945,55.69347029999999,12.5343236,CS6,55.7309704,12.5659228,CS12,55.6910463,12.5395837
t492,55.7326892,12.5690945,55.6303298,12.5758695,CS6,55.7309704,12.5659228,CS13,55.6317174,12.5736554
t493,55.7326892,12.5690945,55.630171,12.576398,CS6,55.7309704,12.5659228,CS13,55.6317174,12.5736554
t494,55.7326892,12.5690945,55.695981,12.566608,CS6,55.7309704,12.5659228,CS14,55.698862,12.565549
t495,55.7326892,12.5690945,55.695981,12.566608,CS6,55.7309704,12.5659228,CS14,55.698862,12.565549
t496,55.7326892,12.5690945,55.7337192,12.5151561,CS6,55.7309704,12.5659228,CS15,55.7349516,12.513523
t497,55.7326892,12.5690945,55.73391059999999,12.5147976,CS6,55.7309704,12.5659228,CS15,55.7349516,12.513523
t498,55.7326892,12.5690945,55.649143,12.538063,CS6,55.7309704,12.5659228,CS16,55.6498214,12.5355941
t499,55.7326892,12.5690945,55.6508857,12.5362424,CS6,55.7309704,12.5659228,CS16,55.6498214,12.5355941
t500,55.7326892,12.5690945,55.656097,12.4854309,CS6,55.7309704,12.5659228,CS17,55.656498,12.489456
t501,55.7326892,12.5690945,55.656243,12.49368,CS6,55.7309704,12.5659228,CS17,55.656498,12.489456
t502,55.7326892,12.5690945,55.68661609999999,12.4911945,CS6,55.7309704,12.5659228,CS18,55.689496,12.489151
t503,55.7326892,12.5690945,55.68832579999999,12.489222,CS6,55.7309704,12.5659228,CS18,55.689496,12.489151
t504,55.7326892,12.5690945,55.67162899999999,12.546236,CS6,55.7309704,12.5659228,CS19,55.6718713,12.5516401
t505,55.7326892,12.5690945,55.6737346,12.550013,CS6,55.7309704,12.5659228,CS19,55.6718713,12.5516401
t506,55.7326892,12.5690945,55.6681772,12.5494579,CS6,55.7309704,12.5659228,CS19,55.6718713,12.5516401
t507,55.73273,12.5654915,55.66034659999999,12.6124427,CS6,55.7309704,12.5659228,CS0,55.6629687,12.6150036
t508,55.73273,12.5654915,55.663417,12.613829,CS6,55.7309704,12.5659228,CS0,55.6629687,12.6150036
t509,55.73273,12.5654915,55.7155986,12.5491707,CS6,55.7309704,12.5659228,CS1,55.714287,12.544606
t510,55.73273,12.5654915,55.7145986,12.5472417,CS6,55.7309704,12.5659228,CS1,55.714287,12.544606
t511,55.73273,12.5654915,55.6944184,12.5088552,CS6,55.7309704,12.5659228,CS2,55.6967862,12.5046889
t512,55.73273,12.5654915,55.6957116,12.5020127,CS6,55.7309704,12.5659228,CS2,55.6967862,12.5046889
t513,55.73273,12.5654915,55.6815622,12.6035183,CS6,55.7309704,12.5659228,CS3,55.678067,12.605109
t514,55.73273,12.5654915,55.679351,12.6063932,CS6,55.7309704,12.5659228,CS3,55.678067,12.605109
t515,55.73273,12.5654915,55.6821885,12.5853534,CS6,55.7309704,12.5659228,CS4,55.68544739999999,12.5850568
t516,55.73273,12.5654915,55.6858274,12.5772687,CS6,55.7309704,12.5659228,CS4,55.68544739999999,12.5850568
t517,55.73273,12.5654915,55.6757724,12.5426171,CS6,55.7309704,12.5659228,CS5,55.6795777,12.5433161
t518,55.73273,12.5654915,55.677688,12.546912,CS6,55.7309704,12.5659228,CS5,55.6795777,12.5433161
t520,55.73273,12.5654915,55.7051614,12.481215,CS6,55.7309704,12.5659228,CS7,55.7046643,12.4787843
t521,55.73273,12.5654915,55.6538288,12.566855,CS6,55.7309704,12.5659228,CS8,55.6571548,12.5684851
t522,55.73273,12.5654915,55.6576191,12.566949,CS6,55.7309704,12.5659228,CS8,55.6571548,12.5684851
t523,55.73273,12.5654915,55.713568,12.5927798,CS6,55.7309704,12.5659228,CS9,55.711612,12.5952725
t524,55.73273,12.5654915,55.710214,12.5926909,CS6,55.7309704,12.5659228,CS9,55.711612,12.5952725
t525,55.73273,12.5654915,55.7035416,12.538201,CS6,55.7309704,12.5659228,CS10,55.70464879999999,12.5368945
t526,55.73273,12.5654915,55.7023483,12.535914,CS6,55.7309704,12.5659228,CS10,55.70464879999999,12.5368945
t527,55.73273,12.5654915,55.7030729,12.5477827,CS6,55.7309704,12.5659228,CS11,55.7009488,12.5486256
