,Unnamed: 0,traveller_id,wt_css_o,wt_css_d,wt_css,cs_duration,walking_duration,public_duration,bicycling_duration,taxi_duration,purpose,bike_ownership
246,618,t618,6.0,7.0,13.0,19 mins,1 hour 23 mins,46 mins,21 mins,16 mins,leisure,yes
247,628,t628,3.0,8.0,11.0,20 mins,1 hour 23 mins,45 mins,26 mins,18 mins,leisure,yes
248,772,t772,2.0,2.0,4.0,20 mins,1 hour 23 mins,31 mins,24 mins,19 mins,leisure,yes
249,811,t811,4.0,2.0,6.0,20 mins,1 hour 23 mins,30 mins,24 mins,19 mins,errand,yes
250,1025,t1105,6.0,2.0,8.0,18 mins,1 hour 23 mins,34 mins,25 mins,20 mins,errand,yes
251,1067,t1147,2.0,7.0,9.0,14 mins,1 hour 23 mins,36 mins,22 mins,12 mins,errand,yes
252,1105,t1185,2.0,7.0,9.0,14 mins,1 hour 23 mins,36 mins,22 mins,13 mins,errand,no
253,1167,t1247,2.0,8.0,10.0,20 mins,1 hour 23 mins,39 mins,23 mins,18 mins,business,yes
254,1182,t1262,2.0,2.0,4.0,21 mins,1 hour 23 mins,32 mins,23 mins,18 mins,errand,yes
255,1183,t1263,2.0,4.0,6.0,21 mins,1 hour 23 mins,31 mins,23 mins,20 mins,errand,no
256,84,t84,6.0,7.0,13.0,24 mins,1 hour 24 mins,45 mins,23 mins,24 mins,errand,yes
257,206,t206,3.0,5.0,8.0,14 mins,1 hour 24 mins,30 mins,26 mins,18 mins,errand,yes
258,212,t212,3.0,7.0,10.0,17 mins,1 hour 24 mins,41 mins,26 mins,17 mins,leisure,yes
259,236,t236,8.0,6.0,14.0,25 mins,1 hour 24 mins,54 mins,23 mins,23 mins,errand,yes
260,245,t245,8.0,5.0,13.0,24 mins,1 hour 24 mins,36 mins,26 mins,25 mins,errand,yes
261,258,t258,8.0,11.0,19.0,17 mins,1 hour 24 mins,27 mins,23 mins,20 mins,leisure,no
262,259,t259,8.0,10.0,18.0,17 mins,1 hour 24 mins,26 mins,24 mins,20 mins,errand,yes
263,297,t297,7.0,11.0,18.0,17 mins,1 hour 24 mins,27 mins,23 mins,20 mins,leisure,no
264,606,t606,6.0,7.0,13.0,19 mins,1 hour 24 mins,39 mins,23 mins,21 mins,leisure,yes
265,813,t813,4.0,7.0,11.0,20 mins,1 hour 24 mins,27 mins,23 mins,19 mins,errand,no
266,849,t849,5.0,5.0,10.0,20 mins,1 hour 24 mins,33 mins,24 mins,22 mins,errand,yes
267,891,t891,7.0,7.0,14.0,23 mins,1 hour 24 mins,26 mins,24 mins,21 mins,commuting,yes
268,898,t898,6.0,1.0,7.0,16 mins,1 hour 24 mins,31 mins,23 mins,17 mins,commuting,yes
269,937,t937,6.0,1.0,7.0,16 mins,1 hour 24 mins,31 mins,23 mins,17 mins,leisure,yes
270,981,t981,11.0,8.0,19.0,17 mins,1 hour 24 mins,25 mins,26 mins,17 mins,leisure,no
271,982,t982,11.0,7.0,18.0,17 mins,1 hour 24 mins,25 mins,26 mins,18 mins,errand,yes
272,1260,t1340,7.0,4.0,11.0,20 mins,1 hour 24 mins,26 mins,25 mins,21 mins,errand,yes
273,1419,t1499,4.0,11.0,15.0,18 mins,1 hour 24 mins,32 mins,24 mins,15 mins,errand,yes
274,1420,t1500,4.0,10.0,14.0,18 mins,1 hour 24 mins,31 mins,25 mins,15 mins,leisure,yes
275,1450,t1530,7.0,5.0,12.0,17 mins,1 hour 24 mins,26 mins,26 mins,20 mins,leisure,yes
276,22,t22,6.0,6.0,12.0,16 mins,1 hour 25 mins,26 mins,23 mins,17 mins,leisure,yes
277,23,t23,6.0,6.0,12.0,16 mins,1 hour 25 mins,27 mins,23 mins,17 mins,leisure,yes
278,60,t60,1.0,7.0,8.0,20 mins,1 hour 25 mins,27 mins,25 mins,20 mins,leisure,yes
279,61,t61,1.0,6.0,7.0,16 mins,1 hour 25 mins,24 mins,22 mins,17 mins,errand,yes
280,62,t62,1.0,6.0,7.0,16 mins,1 hour 25 mins,24 mins,22 mins,17 mins,leisure,no
281,246,t246,8.0,3.0,11.0,24 mins,1 hour 25 mins,36 mins,27 mins,23 mins,commuting,yes
282,275,t275,7.0,6.0,13.0,25 mins,1 hour 25 mins,54 mins,24 mins,24 mins,commuting,yes
283,337,t337,7.0,10.0,17.0,19 mins,1 hour 25 mins,18 mins,25 mins,16 mins,leisure,yes
284,346,t346,7.0,5.0,12.0,19 mins,1 hour 25 mins,18 mins,24 mins,19 mins,leisure,yes
285,347,t347,7.0,2.0,9.0,19 mins,1 hour 25 mins,18 mins,24 mins,19 mins,errand,yes
286,441,t441,5.0,3.0,8.0,17 mins,1 hour 25 mins,39 mins,25 mins,18 mins,leisure,yes
287,475,t475,5.0,7.0,12.0,24 mins,1 hour 25 mins,36 mins,26 mins,27 mins,commuting,yes
288,513,t513,3.0,8.0,11.0,24 mins,1 hour 25 mins,37 mins,27 mins,23 mins,leisure,yes
289,518,t518,3.0,5.0,8.0,17 mins,1 hour 25 mins,37 mins,25 mins,17 mins,errand,yes
290,617,t617,6.0,6.0,12.0,19 mins,1 hour 25 mins,44 mins,23 mins,15 mins,leisure,yes
291,667,t667,5.0,8.0,13.0,17 mins,1 hour 25 mins,41 mins,30 mins,16 mins,leisure,yes
292,701,t701,5.0,7.0,12.0,19 mins,1 hour 25 mins,23 mins,25 mins,19 mins,leisure,yes
293,730,t730,7.0,2.0,9.0,14 mins,1 hour 25 mins,38 mins,25 mins,14 mins,errand,no
294,731,t731,7.0,2.0,9.0,14 mins,1 hour 25 mins,38 mins,26 mins,14 mins,commuting,no
295,771,t771,2.0,5.0,7.0,20 mins,1 hour 25 mins,36 mins,25 mins,22 mins,commuting,yes
296,774,t774,2.0,7.0,9.0,20 mins,1 hour 25 mins,27 mins,23 mins,19 mins,errand,yes
297,810,t810,4.0,5.0,9.0,20 mins,1 hour 25 mins,35 mins,24 mins,22 mins,errand,yes
298,820,t820,5.0,1.0,6.0,19 mins,1 hour 25 mins,25 mins,24 mins,19 mins,commuting,no
299,859,t859,7.0,1.0,8.0,19 mins,1 hour 25 mins,29 mins,26 mins,20 mins,leisure,yes
300,873,t873,7.0,6.0,13.0,18 mins,1 hour 25 mins,41 mins,23 mins,21 mins,commuting,yes
301,897,t897,6.0,6.0,12.0,16 mins,1 hour 25 mins,33 mins,24 mins,18 mins,errand,no
302,936,t936,6.0,6.0,12.0,16 mins,1 hour 25 mins,36 mins,24 mins,18 mins,commuting,yes
303,1129,t1209,5.0,8.0,13.0,20 mins,1 hour 25 mins,37 mins,25 mins,21 mins,errand,yes
304,1145,t1225,5.0,4.0,9.0,21 mins,1 hour 25 mins,35 mins,25 mins,22 mins,leisure,yes
305,1146,t1226,5.0,5.0,10.0,22 mins,1 hour 25 mins,33 mins,24 mins,23 mins,commuting,no
306,1216,t1296,6.0,6.0,12.0,20 mins,1 hour 25 mins,45 mins,21 mins,15 mins,commuting,yes
307,1259,t1339,7.0,2.0,9.0,20 mins,1 hour 25 mins,27 mins,24 mins,20 mins,errand,yes
308,1262,t1342,7.0,7.0,14.0,22 mins,1 hour 25 mins,25 mins,25 mins,20 mins,errand,no
309,1287,t1367,5.0,7.0,12.0,17 mins,1 hour 25 mins,16 mins,23 mins,20 mins,leisure,no
310,1325,t1405,2.0,7.0,9.0,17 mins,1 hour 25 mins,16 mins,24 mins,20 mins,leisure,yes
311,1381,t1461,6.0,10.0,16.0,18 mins,1 hour 25 mins,32 mins,23 mins,13 mins,leisure,no
312,21,t21,6.0,7.0,13.0,20 mins,1 hour 26 mins,29 mins,25 mins,21 mins,commuting,no
313,59,t59,1.0,5.0,6.0,20 mins,1 hour 26 mins,24 mins,26 mins,22 mins,commuting,yes
314,284,t284,7.0,5.0,12.0,24 mins,1 hour 26 mins,36 mins,27 mins,26 mins,leisure,yes
315,336,t336,7.0,11.0,18.0,19 mins,1 hour 26 mins,19 mins,24 mins,16 mins,errand,yes
316,473,t473,5.0,3.0,8.0,14 mins,1 hour 26 mins,34 mins,25 mins,18 mins,commuting,yes
317,584,t584,2.0,7.0,9.0,19 mins,1 hour 26 mins,35 mins,26 mins,18 mins,errand,yes
318,641,t641,3.0,7.0,10.0,21 mins,1 hour 26 mins,39 mins,22 mins,20 mins,leisure,yes
319,658,t658,3.0,5.0,8.0,23 mins,1 hour 26 mins,30 mins,24 mins,22 mins,commuting,yes
320,707,t707,7.0,3.0,10.0,17 mins,1 hour 26 mins,36 mins,29 mins,17 mins,errand,yes
321,718,t718,7.0,3.0,10.0,21 mins,1 hour 26 mins,40 mins,23 mins,19 mins,errand,yes
322,819,t819,5.0,6.0,11.0,19 mins,1 hour 26 mins,28 mins,27 mins,20 mins,errand,no
323,858,t858,7.0,6.0,13.0,19 mins,1 hour 26 mins,31 mins,27 mins,21 mins,errand,yes
324,983,t983,11.0,7.0,18.0,20 mins,1 hour 26 mins,19 mins,28 mins,18 mins,leisure,yes
325,1144,t1224,5.0,2.0,7.0,21 mins,1 hour 26 mins,35 mins,25 mins,21 mins,errand,yes
326,1295,t1375,5.0,3.0,8.0,21 mins,1 hour 26 mins,31 mins,26 mins,20 mins,errand,yes
327,1380,t1460,6.0,11.0,17.0,18 mins,1 hour 26 mins,32 mins,22 mins,13 mins,errand,yes
328,20,t20,6.0,5.0,11.0,20 mins,1 hour 27 mins,26 mins,26 mins,23 mins,business,no
329,56,t56,1.0,7.0,8.0,20 mins,1 hour 27 mins,26 mins,22 mins,20 mins,leisure,yes
330,226,t226,3.0,2.0,5.0,20 mins,1 hour 27 mins,39 mins,24 mins,19 mins,leisure,yes
331,285,t285,7.0,3.0,10.0,24 mins,1 hour 27 mins,36 mins,27 mins,23 mins,errand,no
332,514,t514,3.0,7.0,10.0,24 mins,1 hour 27 mins,37 mins,27 mins,24 mins,errand,yes
333,703,t703,7.0,1.0,8.0,20 mins,1 hour 27 mins,26 mins,23 mins,19 mins,errand,yes
334,812,t812,4.0,6.0,10.0,20 mins,1 hour 27 mins,30 mins,24 mins,16 mins,errand,no
335,834,t834,5.0,6.0,11.0,18 mins,1 hour 27 mins,41 mins,24 mins,20 mins,errand,yes
336,1221,t1301,6.0,4.0,10.0,20 mins,1 hour 27 mins,37 mins,24 mins,17 mins,leisure,yes
337,1447,t1527,7.0,2.0,9.0,18 mins,1 hour 27 mins,34 mins,28 mins,18 mins,errand,yes
338,17,t17,6.0,7.0,13.0,20 mins,1 hour 28 mins,28 mins,24 mins,21 mins,leisure,yes
339,210,t210,3.0,3.0,6.0,18 mins,1 hour 28 mins,48 mins,25 mins,18 mins,leisure,yes
340,440,t440,5.0,5.0,10.0,17 mins,1 hour 28 mins,38 mins,27 mins,21 mins,commuting,yes
341,479,t479,5.0,5.0,10.0,17 mins,1 hour 28 mins,37 mins,24 mins,21 mins,leisure,yes
342,604,t604,6.0,4.0,10.0,19 mins,1 hour 28 mins,40 mins,25 mins,23 mins,commuting,yes
343,605,t605,6.0,5.0,11.0,19 mins,1 hour 28 mins,36 mins,24 mins,23 mins,leisure,yes
344,773,t773,2.0,6.0,8.0,20 mins,1 hour 28 mins,31 mins,25 mins,16 mins,leisure,no
345,890,t890,7.0,6.0,13.0,23 mins,1 hour 28 mins,29 mins,25 mins,17 mins,leisure,yes
346,1058,t1138,2.0,8.0,10.0,17 mins,1 hour 28 mins,29 mins,23 mins,16 mins,commuting,yes
347,1066,t1146,2.0,5.0,7.0,14 mins,1 hour 28 mins,38 mins,25 mins,14 mins,errand,yes
348,1096,t1176,2.0,8.0,10.0,17 mins,1 hour 28 mins,29 mins,23 mins,16 mins,commuting,no
349,1104,t1184,2.0,5.0,7.0,14 mins,1 hour 28 mins,37 mins,25 mins,14 mins,errand,yes
350,1220,t1300,6.0,2.0,8.0,20 mins,1 hour 28 mins,29 mins,24 mins,16 mins,leisure,yes
351,1223,t1303,6.0,7.0,13.0,22 mins,1 hour 28 mins,28 mins,25 mins,16 mins,leisure,yes
352,58,t58,1.0,4.0,5.0,20 mins,1 hour 29 mins,28 mins,26 mins,22 mins,leisure,yes
353,161,t161,8.0,8.0,16.0,21 mins,1 hour 29 mins,38 mins,26 mins,21 mins,errand,yes
354,211,t211,3.0,5.0,8.0,17 mins,1 hour 29 mins,42 mins,28 mins,19 mins,errand,yes
355,225,t225,3.0,5.0,8.0,20 mins,1 hour 29 mins,44 mins,25 mins,22 mins,leisure,yes
356,379,t379,8.0,2.0,10.0,17 mins,1 hour 29 mins,26 mins,27 mins,19 mins,leisure,yes
357,603,t603,6.0,2.0,8.0,19 mins,1 hour 29 mins,40 mins,25 mins,21 mins,commuting,yes
358,659,t659,3.0,2.0,5.0,23 mins,1 hour 29 mins,31 mins,25 mins,22 mins,commuting,yes
359,702,t702,7.0,6.0,13.0,20 mins,1 hour 29 mins,28 mins,26 mins,20 mins,errand,no
360,742,t742,2.0,1.0,3.0,21 mins,1 hour 29 mins,30 mins,28 mins,20 mins,errand,yes
361,756,t756,2.0,6.0,8.0,19 mins,1 hour 29 mins,42 mins,25 mins,21 mins,leisure,yes
362,781,t781,4.0,1.0,5.0,21 mins,1 hour 29 mins,30 mins,27 mins,20 mins,errand,yes
363,795,t795,4.0,6.0,10.0,19 mins,1 hour 29 mins,42 mins,24 mins,21 mins,leisure,yes
364,1333,t1413,2.0,3.0,5.0,21 mins,1 hour 29 mins,32 mins,27 mins,20 mins,commuting,yes
365,76,t76,1.0,4.0,5.0,16 mins,1 hour 3 mins,32 mins,17 mins,16 mins,commuting,no
366,77,t77,1.0,7.0,8.0,16 mins,1 hour 3 mins,23 mins,18 mins,16 mins,errand,yes
367,126,t126,4.0,6.0,10.0,14 mins,1 hour 3 mins,29 mins,19 mins,15 mins,errand,yes
368,1016,t1096,6.0,3.0,9.0,15 mins,1 hour 3 mins,36 mins,23 mins,15 mins,leisure,yes
369,1072,t1152,2.0,6.0,8.0,13 mins,1 hour 3 mins,28 mins,17 mins,11 mins,leisure,yes
370,1073,t1153,2.0,6.0,8.0,13 mins,1 hour 3 mins,29 mins,16 mins,12 mins,leisure,no
371,1110,t1190,2.0,6.0,8.0,13 mins,1 hour 3 mins,28 mins,17 mins,10 mins,leisure,yes
372,1111,t1191,2.0,6.0,8.0,13 mins,1 hour 3 mins,29 mins,16 mins,11 mins,leisure,yes
373,1205,t1285,6.0,8.0,14.0,15 mins,1 hour 3 mins,23 mins,18 mins,11 mins,errand,yes
374,1238,t1318,6.0,4.0,10.0,15 mins,1 hour 3 mins,27 mins,16 mins,14 mins,commuting,no
375,1251,t1331,7.0,5.0,12.0,14 mins,1 hour 3 mins,31 mins,19 mins,15 mins,leisure,yes
376,1395,t1475,4.0,1.0,5.0,14 mins,1 hour 3 mins,29 mins,18 mins,15 mins,commuting,yes
377,1427,t1507,4.0,6.0,10.0,14 mins,1 hour 3 mins,29 mins,17 mins,14 mins,commuting,yes
378,1433,t1513,7.0,6.0,13.0,14 mins,1 hour 3 mins,25 mins,18 mins,15 mins,commuting,yes
379,1434,t1514,7.0,1.0,8.0,14 mins,1 hour 3 mins,23 mins,17 mins,14 mins,leisure,yes
380,19,t19,6.0,4.0,10.0,20 mins,1 hour 30 mins,30 mins,27 mins,22 mins,leisure,yes
381,57,t57,1.0,2.0,3.0,20 mins,1 hour 30 mins,28 mins,26 mins,20 mins,leisure,yes
382,170,t170,8.0,6.0,14.0,18 mins,1 hour 30 mins,49 mins,26 mins,20 mins,leisure,yes
383,238,t238,8.0,8.0,16.0,22 mins,1 hour 30 mins,41 mins,27 mins,21 mins,leisure,yes
384,380,t380,8.0,2.0,10.0,17 mins,1 hour 30 mins,26 mins,28 mins,19 mins,leisure,yes
385,402,t402,6.0,3.0,9.0,17 mins,1 hour 30 mins,28 mins,26 mins,21 mins,errand,no
386,629,t629,3.0,3.0,6.0,20 mins,1 hour 30 mins,41 mins,29 mins,19 mins,errand,yes
387,691,t691,5.0,2.0,7.0,14 mins,1 hour 30 mins,39 mins,27 mins,15 mins,commuting,yes
388,692,t692,5.0,2.0,7.0,14 mins,1 hour 30 mins,39 mins,27 mins,15 mins,leisure,no
389,780,t780,4.0,6.0,10.0,21 mins,1 hour 30 mins,32 mins,28 mins,21 mins,leisure,yes
390,852,t852,5.0,7.0,12.0,23 mins,1 hour 30 mins,31 mins,24 mins,22 mins,errand,yes
391,1168,t1248,2.0,3.0,5.0,20 mins,1 hour 30 mins,39 mins,27 mins,20 mins,leisure,yes
392,1261,t1341,7.0,5.0,12.0,22 mins,1 hour 30 mins,31 mins,26 mins,21 mins,errand,no
393,18,t18,6.0,2.0,8.0,20 mins,1 hour 31 mins,31 mins,27 mins,20 mins,errand,yes
394,162,t162,8.0,7.0,15.0,21 mins,1 hour 31 mins,38 mins,27 mins,22 mins,errand,yes
395,376,t376,8.0,10.0,18.0,19 mins,1 hour 31 mins,23 mins,29 mins,22 mins,errand,yes
396,415,t415,6.0,10.0,16.0,16 mins,1 hour 31 mins,29 mins,26 mins,16 mins,business,yes
397,517,t517,3.0,6.0,9.0,17 mins,1 hour 31 mins,39 mins,26 mins,20 mins,errand,no
398,589,t589,6.0,8.0,14.0,20 mins,1 hour 31 mins,43 mins,27 mins,21 mins,commuting,yes
399,640,t640,3.0,5.0,8.0,21 mins,1 hour 31 mins,37 mins,24 mins,22 mins,leisure,yes
400,668,t668,5.0,3.0,8.0,17 mins,1 hour 31 mins,37 mins,33 mins,18 mins,errand,yes
401,679,t679,5.0,3.0,8.0,21 mins,1 hour 31 mins,39 mins,24 mins,20 mins,errand,yes
402,741,t741,2.0,6.0,8.0,21 mins,1 hour 31 mins,33 mins,28 mins,21 mins,errand,yes
403,1060,t1140,2.0,5.0,7.0,14 mins,1 hour 31 mins,44 mins,24 mins,15 mins,leisure,no
404,55,t55,1.0,5.0,6.0,20 mins,1 hour 32 mins,27 mins,25 mins,22 mins,errand,yes
405,277,t277,7.0,8.0,15.0,22 mins,1 hour 32 mins,41 mins,27 mins,21 mins,leisure,yes
406,375,t375,8.0,11.0,19.0,19 mins,1 hour 32 mins,23 mins,28 mins,21 mins,leisure,yes
407,384,t384,8.0,7.0,15.0,23 mins,1 hour 32 mins,37 mins,27 mins,21 mins,leisure,yes
408,414,t414,6.0,11.0,17.0,16 mins,1 hour 32 mins,30 mins,25 mins,16 mins,errand,yes
409,454,t454,5.0,10.0,15.0,16 mins,1 hour 32 mins,27 mins,27 mins,15 mins,leisure,yes
410,559,t559,2.0,3.0,5.0,18 mins,1 hour 32 mins,38 mins,26 mins,16 mins,commuting,no
411,664,t664,5.0,1.0,6.0,20 mins,1 hour 32 mins,27 mins,24 mins,20 mins,errand,yes
412,984,t984,11.0,8.0,19.0,20 mins,1 hour 32 mins,23 mins,28 mins,18 mins,business,yes
413,985,t985,11.0,6.0,17.0,17 mins,1 hour 32 mins,29 mins,31 mins,17 mins,leisure,yes
414,986,t986,11.0,5.0,16.0,17 mins,1 hour 32 mins,29 mins,30 mins,17 mins,leisure,yes
415,1098,t1178,2.0,5.0,7.0,14 mins,1 hour 32 mins,44 mins,24 mins,14 mins,leisure,yes
416,1130,t1210,5.0,3.0,8.0,20 mins,1 hour 32 mins,39 mins,31 mins,22 mins,errand,yes
417,1249,t1329,7.0,8.0,15.0,23 mins,1 hour 32 mins,33 mins,26 mins,22 mins,errand,yes
418,1407,t1487,4.0,3.0,7.0,21 mins,1 hour 32 mins,28 mins,27 mins,20 mins,leisure,yes
419,16,t16,6.0,5.0,11.0,20 mins,1 hour 33 mins,29 mins,27 mins,23 mins,errand,yes
420,345,t345,7.0,7.0,14.0,23 mins,1 hour 33 mins,36 mins,27 mins,20 mins,leisure,yes
421,453,t453,5.0,11.0,16.0,16 mins,1 hour 33 mins,28 mins,25 mins,15 mins,leisure,yes
422,457,t457,5.0,2.0,7.0,14 mins,1 hour 33 mins,39 mins,27 mins,15 mins,errand,yes
423,458,t458,5.0,2.0,7.0,14 mins,1 hour 33 mins,40 mins,28 mins,14 mins,errand,yes
424,520,t520,3.0,2.0,5.0,18 mins,1 hour 33 mins,36 mins,27 mins,16 mins,leisure,no
425,544,t544,3.0,4.0,7.0,20 mins,1 hour 33 mins,31 mins,27 mins,18 mins,leisure,yes
426,555,t555,2.0,8.0,10.0,18 mins,1 hour 33 mins,42 mins,25 mins,18 mins,commuting,yes
427,619,t619,6.0,5.0,11.0,23 mins,1 hour 33 mins,34 mins,26 mins,23 mins,business,yes
428,717,t717,7.0,6.0,13.0,21 mins,1 hour 33 mins,35 mins,25 mins,22 mins,commuting,yes
429,851,t851,5.0,6.0,11.0,23 mins,1 hour 33 mins,34 mins,26 mins,19 mins,leisure,no
430,1059,t1139,2.0,6.0,8.0,14 mins,1 hour 33 mins,33 mins,26 mins,17 mins,commuting,yes
431,1097,t1177,2.0,6.0,8.0,14 mins,1 hour 33 mins,33 mins,27 mins,17 mins,errand,yes
432,1222,t1302,6.0,5.0,11.0,22 mins,1 hour 33 mins,40 mins,26 mins,18 mins,commuting,yes
433,1248,t1328,7.0,7.0,14.0,23 mins,1 hour 33 mins,36 mins,26 mins,20 mins,errand,yes
434,1294,t1374,5.0,6.0,11.0,21 mins,1 hour 33 mins,40 mins,28 mins,23 mins,leisure,no
435,364,t364,8.0,2.0,10.0,19 mins,1 hour 34 mins,36 mins,29 mins,18 mins,commuting,yes
436,401,t401,6.0,5.0,11.0,17 mins,1 hour 34 mins,28 mins,29 mins,24 mins,leisure,yes
437,418,t418,6.0,2.0,8.0,14 mins,1 hour 34 mins,32 mins,28 mins,17 mins,commuting,yes
438,419,t419,6.0,2.0,8.0,14 mins,1 hour 34 mins,32 mins,29 mins,17 mins,errand,no
439,478,t478,5.0,6.0,11.0,17 mins,1 hour 34 mins,38 mins,28 mins,23 mins,errand,yes
440,602,t602,6.0,7.0,13.0,21 mins,1 hour 34 mins,35 mins,24 mins,23 mins,errand,no
441,663,t663,5.0,6.0,11.0,20 mins,1 hour 34 mins,29 mins,27 mins,21 mins,commuting,yes
442,200,t200,3.0,8.0,11.0,21 mins,1 hour 35 mins,39 mins,25 mins,21 mins,commuting,yes
443,383,t383,8.0,6.0,14.0,23 mins,1 hour 35 mins,33 mins,28 mins,21 mins,leisure,yes
444,558,t558,2.0,5.0,7.0,18 mins,1 hour 35 mins,38 mins,29 mins,19 mins,commuting,yes
445,1210,t1290,6.0,8.0,14.0,23 mins,1 hour 35 mins,30 mins,25 mins,21 mins,leisure,yes
446,1368,t1448,6.0,3.0,9.0,21 mins,1 hour 35 mins,31 mins,29 mins,21 mins,leisure,yes
447,132,t132,4.0,3.0,7.0,23 mins,1 hour 36 mins,45 mins,26 mins,19 mins,leisure,yes
448,201,t201,3.0,7.0,10.0,21 mins,1 hour 36 mins,39 mins,26 mins,22 mins,leisure,yes
449,209,t209,3.0,6.0,9.0,18 mins,1 hour 36 mins,51 mins,26 mins,21 mins,leisure,yes
450,344,t344,7.0,6.0,13.0,23 mins,1 hour 36 mins,40 mins,27 mins,18 mins,leisure,yes
451,481,t481,5.0,2.0,7.0,18 mins,1 hour 36 mins,36 mins,28 mins,20 mins,errand,yes
452,505,t505,5.0,4.0,9.0,20 mins,1 hour 36 mins,30 mins,26 mins,22 mins,leisure,yes
453,542,t542,3.0,2.0,5.0,18 mins,1 hour 36 mins,23 mins,27 mins,19 mins,commuting,yes
454,543,t543,3.0,6.0,9.0,20 mins,1 hour 36 mins,39 mins,28 mins,19 mins,leisure,no
455,627,t627,3.0,4.0,7.0,23 mins,1 hour 36 mins,51 mins,27 mins,21 mins,errand,no
456,1057,t1137,2.0,7.0,9.0,17 mins,1 hour 36 mins,35 mins,25 mins,18 mins,errand,yes
457,1209,t1289,6.0,7.0,13.0,23 mins,1 hour 36 mins,32 mins,25 mins,18 mins,leisure,yes
458,1267,t1347,7.0,6.0,13.0,25 mins,1 hour 36 mins,48 mins,28 mins,24 mins,commuting,yes
459,1268,t1348,7.0,6.0,13.0,25 mins,1 hour 36 mins,48 mins,28 mins,24 mins,commuting,yes
460,1292,t1372,5.0,3.0,8.0,17 mins,1 hour 36 mins,27 mins,28 mins,17 mins,commuting,yes
461,1330,t1410,2.0,3.0,5.0,17 mins,1 hour 36 mins,28 mins,28 mins,17 mins,commuting,yes
462,1332,t1412,2.0,6.0,8.0,21 mins,1 hour 36 mins,41 mins,29 mins,23 mins,commuting,no
463,1406,t1486,4.0,5.0,9.0,21 mins,1 hour 36 mins,27 mins,27 mins,23 mins,leisure,yes
464,239,t239,8.0,3.0,11.0,22 mins,1 hour 37 mins,43 mins,30 mins,22 mins,leisure,yes
465,541,t541,3.0,5.0,8.0,18 mins,1 hour 37 mins,23 mins,27 mins,17 mins,leisure,yes
466,620,t620,6.0,2.0,8.0,23 mins,1 hour 37 mins,35 mins,26 mins,22 mins,errand,yes
467,1005,t1085,6.0,7.0,13.0,24 mins,1 hour 37 mins,48 mins,27 mins,23 mins,errand,yes
468,1043,t1123,6.0,7.0,13.0,24 mins,1 hour 37 mins,48 mins,27 mins,23 mins,leisure,yes
469,1095,t1175,2.0,7.0,9.0,17 mins,1 hour 37 mins,35 mins,25 mins,18 mins,errand,yes
470,1297,t1377,5.0,7.0,12.0,20 mins,1 hour 37 mins,28 mins,30 mins,20 mins,commuting,no
471,1335,t1415,2.0,7.0,9.0,20 mins,1 hour 37 mins,29 mins,30 mins,20 mins,commuting,yes
472,93,t93,6.0,3.0,9.0,23 mins,1 hour 38 mins,48 mins,27 mins,21 mins,leisure,yes
473,278,t278,7.0,3.0,10.0,22 mins,1 hour 38 mins,43 mins,31 mins,22 mins,commuting,no
474,340,t340,7.0,2.0,9.0,17 mins,1 hour 38 mins,32 mins,28 mins,20 mins,commuting,no
475,590,t590,6.0,3.0,9.0,20 mins,1 hour 38 mins,45 mins,31 mins,22 mins,errand,no
476,736,t736,7.0,5.0,12.0,21 mins,1 hour 38 mins,30 mins,32 mins,20 mins,commuting,yes
477,737,t737,7.0,2.0,9.0,21 mins,1 hour 38 mins,30 mins,32 mins,19 mins,leisure,yes
478,341,t341,7.0,2.0,9.0,17 mins,1 hour 39 mins,32 mins,29 mins,20 mins,leisure,yes
479,503,t503,5.0,2.0,7.0,18 mins,1 hour 39 mins,22 mins,28 mins,21 mins,errand,yes
480,504,t504,5.0,6.0,11.0,20 mins,1 hour 39 mins,38 mins,27 mins,23 mins,errand,yes
481,554,t554,2.0,7.0,9.0,18 mins,1 hour 39 mins,32 mins,26 mins,22 mins,commuting,yes
482,601,t601,6.0,5.0,11.0,21 mins,1 hour 39 mins,36 mins,26 mins,25 mins,commuting,yes
483,626,t626,3.0,6.0,9.0,23 mins,1 hour 39 mins,45 mins,28 mins,22 mins,commuting,yes
484,678,t678,5.0,6.0,11.0,21 mins,1 hour 39 mins,36 mins,26 mins,23 mins,commuting,yes
485,1085,t1165,2.0,4.0,6.0,20 mins,1 hour 39 mins,39 mins,27 mins,18 mins,errand,yes
486,1291,t1371,5.0,5.0,10.0,17 mins,1 hour 39 mins,26 mins,31 mins,20 mins,commuting,yes
487,1329,t1409,2.0,5.0,7.0,17 mins,1 hour 39 mins,27 mins,31 mins,20 mins,errand,yes
488,1367,t1447,6.0,5.0,11.0,21 mins,1 hour 39 mins,30 mins,28 mins,24 mins,commuting,no
489,37,t37,6.0,4.0,10.0,16 mins,1 hour 4 mins,37 mins,18 mins,16 mins,errand,yes
490,85,t85,6.0,7.0,13.0,13 mins,1 hour 4 mins,27 mins,17 mins,14 mins,leisure,yes
491,164,t164,8.0,8.0,16.0,15 mins,1 hour 4 mins,26 mins,19 mins,13 mins,errand,yes
492,233,t233,3.0,7.0,10.0,15 mins,1 hour 4 mins,25 mins,18 mins,14 mins,errand,yes
493,314,t314,7.0,6.0,13.0,13 mins,1 hour 4 mins,29 mins,18 mins,14 mins,errand,yes
